==============================================================================
fleetsimOSS.pl v2.00a
Command line: -offline
Run Date/Time: 2018-10-12 16:06:49
Running simulation.  Type 'Ctrl C' at anytime to end simulation.
Reading truck route info ...
Reading warehouse info...
Warehouse Name: Quidi Vidi Brewery; Lat: 47.58136; Long: -52.67638
Resetting all trucks...
[2018-10-12 16:06:49] Truck 0: 47.58136,-52.67638; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:18:00] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=21.7
[2018-10-12 16:18:05] Truck 0: 47.60055,-52.70866; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:05] Truck 1: 47.59163,-52.71780; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:05] Truck 2: 47.54851,-52.71709; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:18:05] Truck 3: 47.59743,-52.71758; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:10] Truck 0: 47.60121,-52.70696; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:10] Truck 1: 47.59107,-52.71871; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:10] Truck 2: 47.54841,-52.71702; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:10] Truck 3: 47.59735,-52.71797; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:15] Truck 0: 47.60138,-52.70582; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:15] Truck 1: 47.59030,-52.71963; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:15] Truck 2: 47.54831,-52.71704; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:15] Truck 3: 47.59732,-52.71827; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:20] Truck 0: 47.60149,-52.70457; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:20] Truck 1: 47.58876,-52.72030; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:20] Truck 2: 47.54817,-52.71715; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:20] Truck 3: 47.59729,-52.71862; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:25] Truck 0: 47.60161,-52.70335; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:25] Truck 1: 47.58784,-52.72137; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:25] Truck 2: 47.54687,-52.71830; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:25] Truck 3: 47.59731,-52.71910; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:30] Truck 0: 47.60145,-52.70225; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:30] Truck 1: 47.58694,-52.72217; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:30] Truck 2: 47.54598,-52.71924; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:30] Truck 3: 47.59743,-52.72121; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:35] Truck 0: 47.60034,-52.70107; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:18:35] Truck 1: 47.58554,-52.72261; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:35] Truck 2: 47.54587,-52.71934; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:35] Truck 3: 47.59742,-52.72162; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:40] Truck 0: 47.59937,-52.70036; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:18:40] Truck 1: 47.58393,-52.72233; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:40] Truck 2: 47.54576,-52.71939; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:40] Truck 3: 47.59738,-52.72192; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:18:45] Truck 0: 47.59862,-52.69896; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:18:45] Truck 1: 47.58250,-52.72293; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:18:45] Truck 2: 47.54561,-52.71937; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:45] Truck 3: 47.59727,-52.72224; Accident=0; Door=0; TempC=22.6
[2018-10-12 16:18:50] Truck 0: 47.59786,-52.69710; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:18:50] Truck 1: 47.58131,-52.72495; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:18:50] Truck 2: 47.54551,-52.71929; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:50] Truck 3: 47.59710,-52.72261; Accident=0; Door=0; TempC=22.6
[2018-10-12 16:18:55] Truck 0: 47.59731,-52.69548; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:18:55] Truck 1: 47.58073,-52.72587; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:18:55] Truck 2: 47.54544,-52.71917; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:18:55] Truck 3: 47.59637,-52.72399; Accident=0; Door=0; TempC=22.6
[2018-10-12 16:19:00] Truck 0: 47.59687,-52.69449; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:00] Truck 1: 47.57951,-52.72691; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:19:00] Truck 2: 47.54539,-52.71901; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:19:00] Truck 3: 47.59549,-52.72589; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:19:05] Truck 0: 47.59634,-52.69365; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:05] Truck 1: 47.57849,-52.72781; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:19:05] Truck 2: 47.54540,-52.71881; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:19:05] Truck 3: 47.59548,-52.72603; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:19:10] Truck 0: 47.59595,-52.69275; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:10] Truck 1: 47.57760,-52.72886; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:19:10] Truck 2: 47.54549,-52.71854; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:19:10] Truck 3: 47.59547,-52.72623; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:19:15] Truck 0: 47.59575,-52.69166; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:15] Truck 1: 47.57544,-52.73172; Accident=0; Door=0; TempC=19.6
[2018-10-12 16:19:15] Truck 2: 47.54596,-52.71796; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:15] Truck 3: 47.59550,-52.72638; Accident=0; Door=0; TempC=22.3
[2018-10-12 16:19:20] Truck 0: 47.59551,-52.69063; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:20] Truck 1: 47.57434,-52.73327; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:19:20] Truck 2: 47.54650,-52.71723; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:20] Truck 3: 47.59559,-52.72652; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:19:25] Truck 0: 47.59518,-52.68971; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:19:25] Truck 1: 47.57199,-52.73652; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:19:25] Truck 2: 47.54661,-52.71703; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:25] Truck 3: 47.59587,-52.72669; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:19:30] Truck 0: 47.59467,-52.68880; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:19:30] Truck 1: 47.57134,-52.73757; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:30] Truck 2: 47.54689,-52.71645; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:19:30] Truck 3: 47.59668,-52.72724; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:19:35] Truck 0: 47.59360,-52.68793; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:19:35] Truck 1: 47.56985,-52.74095; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:35] Truck 2: 47.54709,-52.71594; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:19:35] Truck 3: 47.59744,-52.72782; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:19:40] Truck 0: 47.59209,-52.68712; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:19:40] Truck 1: 47.56942,-52.74191; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:40] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=21.5
[2018-10-12 16:19:40] Truck 3: 47.59786,-52.72819; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:19:45] Truck 0: 47.59132,-52.68633; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:19:45] Truck 1: 47.56894,-52.74284; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:19:45] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=21.6
[2018-10-12 16:19:45] Truck 3: 47.59815,-52.72844; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:19:50] Truck 0: 47.59001,-52.68587; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:19:50] Truck 1: 47.56833,-52.74381; Accident=0; Door=0; TempC=22.7
[2018-10-12 16:19:50] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=21.7
[2018-10-12 16:19:50] Truck 3: 47.59835,-52.72867; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:19:55] Truck 0: 47.58858,-52.68497; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:19:55] Truck 1: 47.56750,-52.74486; Accident=0; Door=0; TempC=22.7
[2018-10-12 16:19:55] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=21.8
[2018-10-12 16:19:55] Truck 3: 47.59877,-52.72913; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:20:00] Truck 0: 47.58761,-52.68420; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:20:00] Truck 1: 47.56505,-52.74754; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:00] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=21.9
[2018-10-12 16:20:00] Truck 3: 47.59901,-52.72945; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:20:05] Truck 0: 47.58558,-52.68430; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:20:05] Truck 1: 47.56413,-52.74835; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:05] Truck 2: 47.54738,-52.71534; Accident=0; Door=1; TempC=22.0
[2018-10-12 16:20:05] Truck 3: 47.59947,-52.73020; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:10] Truck 0: 47.58463,-52.68321; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:20:10] Truck 1: 47.56291,-52.74892; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:10] Truck 2: 47.54738,-52.71534; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:10] Truck 3: 47.59975,-52.73080; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:15] Truck 0: 47.58488,-52.68193; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:20:15] Truck 1: 47.56084,-52.74857; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:15] Truck 2: 47.54753,-52.71506; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:15] Truck 3: 47.59996,-52.73135; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:20] Truck 0: 47.58475,-52.68080; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:20:20] Truck 1: 47.55954,-52.74751; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:20] Truck 2: 47.54767,-52.71475; Accident=0; Door=0; TempC=22.0
[2018-10-12 16:20:20] Truck 3: 47.60014,-52.73190; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:20:25] Truck 0: 47.58374,-52.67918; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:20:25] Truck 1: 47.55835,-52.74622; Accident=0; Door=0; TempC=22.2
[2018-10-12 16:20:25] Truck 2: 47.54776,-52.71441; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:20:25] Truck 3: 47.60032,-52.73259; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:20:30] Truck 0: 47.58235,-52.67868; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:20:30] Truck 1: 47.55718,-52.74557; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:30] Truck 2: 47.54782,-52.71403; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:20:30] Truck 3: 47.60066,-52.73388; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:20:35] Truck 0: 47.58162,-52.67773; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:20:35] Truck 1: 47.55556,-52.74562; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:35] Truck 2: 47.54784,-52.71333; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:20:35] Truck 3: 47.60155,-52.73732; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:20:40] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:20:40] Truck 1: 47.55396,-52.74619; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:40] Truck 2: 47.54787,-52.71009; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:20:40] Truck 3: 47.60214,-52.73932; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:20:45] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:20:45] Truck 1: 47.55294,-52.74702; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:45] Truck 2: 47.54781,-52.70939; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:20:45] Truck 3: 47.60247,-52.74028; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:20:50] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:20:50] Truck 1: 47.55206,-52.74804; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:50] Truck 2: 47.54775,-52.70911; Accident=0; Door=0; TempC=22.1
[2018-10-12 16:20:50] Truck 3: 47.60289,-52.74115; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:20:55] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:20:55] Truck 1: 47.55099,-52.74882; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:20:55] Truck 2: 47.54768,-52.70886; Accident=0; Door=0; TempC=22.1
[2018-10-12 16:20:55] Truck 3: 47.60306,-52.74143; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:21:00] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:21:00] Truck 1: 47.54933,-52.74827; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:21:00] Truck 2: 47.54758,-52.70864; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:21:00] Truck 3: 47.60345,-52.74198; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:21:05] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.9
[2018-10-12 16:21:05] Truck 1: 47.54814,-52.74767; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:21:05] Truck 2: 47.54745,-52.70843; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:21:05] Truck 3: 47.60379,-52.74238; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:21:10] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:10] Truck 1: 47.54734,-52.74656; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:21:10] Truck 2: 47.54646,-52.70705; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:21:10] Truck 3: 47.60404,-52.74262; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:21:15] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:15] Truck 1: 47.54619,-52.74587; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:21:15] Truck 2: 47.54628,-52.70687; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:15] Truck 3: 47.60430,-52.74284; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:21:20] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:20] Truck 1: 47.54439,-52.74580; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:21:20] Truck 2: 47.54612,-52.70676; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:20] Truck 3: 47.60480,-52.74318; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:21:25] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:25] Truck 1: 47.54328,-52.74646; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:25] Truck 2: 47.54597,-52.70671; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:25] Truck 3: 47.60519,-52.74339; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:21:30] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:30] Truck 1: 47.54277,-52.74752; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:30] Truck 2: 47.54583,-52.70670; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:30] Truck 3: 47.60560,-52.74355; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:21:35] Truck 0: 47.58151,-52.67664; Accident=1; Door=0; TempC=19.1
[2018-10-12 16:21:35] Truck 1: 47.54197,-52.74938; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:21:35] Truck 2: 47.54562,-52.70676; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:35] Truck 3: 47.60658,-52.74380; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:21:40] Truck 0: 47.58151,-52.67664; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:21:40] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:21:40] Truck 2: 47.54545,-52.70687; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:40] Truck 3: 47.60722,-52.74394; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:21:45] Truck 0: 47.58136,-52.67638; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:21:45] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:21:45] Truck 2: 47.54456,-52.70770; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:45] Truck 3: 47.60763,-52.74407; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:50] Truck 0: 47.58163,-52.67781; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:21:50] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:21:50] Truck 2: 47.54405,-52.70818; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:50] Truck 3: 47.60792,-52.74421; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:21:55] Truck 0: 47.58158,-52.67874; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:21:55] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:21:55] Truck 2: 47.54366,-52.70850; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:21:55] Truck 3: 47.60817,-52.74436; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:22:00] Truck 0: 47.58312,-52.67874; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:22:00] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:00] Truck 2: 47.54336,-52.70872; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:00] Truck 3: 47.60843,-52.74456; Accident=0; Door=0; TempC=20.6
[2018-10-12 16:22:05] Truck 0: 47.58449,-52.68034; Accident=0; Door=0; TempC=19.1
[2018-10-12 16:22:05] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:05] Truck 2: 47.54273,-52.70916; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:05] Truck 3: 47.60873,-52.74483; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:22:10] Truck 0: 47.58488,-52.68121; Accident=0; Door=0; TempC=19.7
[2018-10-12 16:22:10] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:10] Truck 2: 47.54216,-52.70966; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:10] Truck 3: 47.60903,-52.74516; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:22:15] Truck 0: 47.58471,-52.68278; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:22:15] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:15] Truck 2: 47.54169,-52.71015; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:15] Truck 3: 47.60933,-52.74558; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:22:20] Truck 0: 47.58449,-52.68403; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:22:20] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:20] Truck 2: 47.54078,-52.71129; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:20] Truck 3: 47.60970,-52.74624; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:22:25] Truck 0: 47.58662,-52.68422; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:25] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:25] Truck 2: 47.54058,-52.71161; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:22:25] Truck 3: 47.60996,-52.74693; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:22:30] Truck 0: 47.58811,-52.68444; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:30] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=21.4
[2018-10-12 16:22:30] Truck 2: 47.54037,-52.71211; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:22:30] Truck 3: 47.61008,-52.74735; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:22:35] Truck 0: 47.58986,-52.68579; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:35] Truck 1: 47.54131,-52.75095; Accident=1; Door=0; TempC=22.1
[2018-10-12 16:22:35] Truck 2: 47.54020,-52.71237; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:22:35] Truck 3: 47.61073,-52.75053; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:22:40] Truck 0: 47.59131,-52.68628; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:40] Truck 1: 47.54131,-52.75095; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:22:40] Truck 2: 47.54000,-52.71259; Accident=0; Door=0; TempC=21.4
[2018-10-12 16:22:40] Truck 3: 47.61076,-52.75077; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:22:45] Truck 0: 47.59226,-52.68722; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:45] Truck 1: 47.54082,-52.75190; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:22:45] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=21.5
[2018-10-12 16:22:45] Truck 3: 47.61077,-52.75089; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:22:50] Truck 0: 47.59376,-52.68800; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:50] Truck 1: 47.53983,-52.75273; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:22:50] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=21.6
[2018-10-12 16:22:50] Truck 3: 47.61113,-52.75262; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:22:55] Truck 0: 47.59480,-52.68900; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:22:55] Truck 1: 47.53816,-52.75287; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:22:55] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=21.7
[2018-10-12 16:22:55] Truck 3: 47.61131,-52.75354; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:23:00] Truck 0: 47.59541,-52.69030; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:23:00] Truck 1: 47.53771,-52.75380; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:00] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=21.8
[2018-10-12 16:23:00] Truck 3: 47.61132,-52.75371; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:23:05] Truck 0: 47.59568,-52.69130; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:23:05] Truck 1: 47.53729,-52.75489; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:05] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=21.9
[2018-10-12 16:23:05] Truck 3: 47.61144,-52.75454; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:23:10] Truck 0: 47.59592,-52.69263; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:23:10] Truck 1: 47.53612,-52.75743; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:10] Truck 2: 47.53934,-52.71318; Accident=0; Door=1; TempC=22.0
[2018-10-12 16:23:10] Truck 3: 47.61147,-52.75540; Accident=0; Door=0; TempC=20.1
[2018-10-12 16:23:15] Truck 0: 47.59628,-52.69355; Accident=0; Door=0; TempC=19.3
[2018-10-12 16:23:15] Truck 1: 47.53555,-52.75872; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:15] Truck 2: 47.53934,-52.71318; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:23:15] Truck 3: 47.61145,-52.75598; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:20] Truck 0: 47.59705,-52.69485; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:20] Truck 1: 47.53498,-52.75986; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:20] Truck 2: 47.53917,-52.71331; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:23:20] Truck 3: 47.61136,-52.75682; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:25] Truck 0: 47.59779,-52.69691; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:25] Truck 1: 47.53445,-52.76083; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:25] Truck 2: 47.53893,-52.71345; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:25] Truck 3: 47.61090,-52.75929; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:30] Truck 0: 47.59822,-52.69799; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:30] Truck 1: 47.53264,-52.76235; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:30] Truck 2: 47.53865,-52.71355; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:30] Truck 3: 47.61032,-52.76219; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:35] Truck 0: 47.59892,-52.69970; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:23:35] Truck 1: 47.53170,-52.76322; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:23:35] Truck 2: 47.53833,-52.71356; Accident=0; Door=0; TempC=21.8
[2018-10-12 16:23:35] Truck 3: 47.61007,-52.76341; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:23:40] Truck 0: 47.59981,-52.70066; Accident=0; Door=0; TempC=19.4
